id,video_path,duration_sec,first,middle,last,sparse,contact_sheet,error
vdcr_commons_mr4_000001,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000001.webm,5.506,ok,ok,ok,8,ok,
vdcr_commons_mr4_000002,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000002.ogv,13.367,ok,ok,ok,8,ok,
vdcr_commons_mr4_000003,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000003.ogv,5.000,ok,ok,ok,8,ok,
vdcr_commons_mr4_000004,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000004.ogv,12.100,ok,ok,ok,8,ok,
vdcr_commons_mr4_000005,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000005.ogv,100.000,ok,ok,ok,8,ok,
vdcr_commons_mr4_000006,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000006.ogv,7.571,ok,ok,ok,8,ok,
vdcr_commons_mr4_000007,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000007.webm,17.441,ok,ok,ok,8,ok,
vdcr_commons_mr4_000008,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000008.webm,5.272,ok,ok,ok,8,ok,
vdcr_commons_mr4_000009,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000009.webm,18.632,ok,ok,ok,8,ok,
vdcr_commons_mr4_000010,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000010.webm,4.104,ok,ok,ok,8,ok,
